"","beer_name","style","abv","ibu","ounces","brewery_name","city","state"
"770","Pleasure Town","American IPA",0.063,61,12,"Midnight Sun Brewing Company","Anchorage"," AK"
"771","Pleasure Town IPA","American IPA",0.063,61,12,"Midnight Sun Brewing Company","Anchorage"," AK"
"772","Snowshoe White Ale","Witbier",0.048,12,12,"Midnight Sun Brewing Company","Anchorage"," AK"
"773","Kodiak Brown Ale","American Brown Ale",0.05,24,12,"Midnight Sun Brewing Company","Anchorage"," AK"
"774","Sockeye Red IPA","American IPA",0.057,70,12,"Midnight Sun Brewing Company","Anchorage"," AK"
"775","Trail Head","American Pale Ale (APA)",0.063,55,12,"Fat Head's Brewery","Middleburg Heights"," OH"
"776","Hop Stalker Fresh Hop IPA","American IPA",0.07,80,16,"Fat Head's Brewery","Middleburg Heights"," OH"
"777","Blood Orange Wit","Witbier",0.05,16,16,"Refuge Brewery","Temecula"," CA"
"778","8 Barrel","American Strong Ale",0.08,69,16,"Chatham Brewing","Chatham"," NY"
"779","Oktoberfest","Märzen / Oktoberfest",0.055,40,16,"Chatham Brewing","Chatham"," NY"
"780","The Tradition","American Blonde Ale",0.05,15,12,"DC Brau Brewing Company","Washington"," DC"
"781","El Hefe Speaks","Hefeweizen",0.053,11,12,"DC Brau Brewing Company","Washington"," DC"
"782","On the Wings of Armageddon","American Double / Imperial IPA",0.092,115,12,"DC Brau Brewing Company","Washington"," DC"
"783","The Corruption","American IPA",0.065,80,12,"DC Brau Brewing Company","Washington"," DC"
"784","No Wake IPA","American IPA",0.072,50,12,"Geneva Lake Brewing Company","Lake Geneva"," WI"
"785","Boathouse Blonde","American Blonde Ale",0.049,15,12,"Geneva Lake Brewing Company","Lake Geneva"," WI"
"786","Cedar Point","American Amber / Red Ale",0.05,26,12,"Geneva Lake Brewing Company","Lake Geneva"," WI"
"787","Imperial Pumpkin Stout","Pumpkin Ale",0.099,43,16,"Cape Ann Brewing Company","Gloucester"," MA"
"788","Dead-Eye DIPA","American Double / Imperial IPA",0.09,130,16,"Cape Ann Brewing Company","Gloucester"," MA"
"789","Fisherman's IPA","American IPA",0.055,64,12,"Cape Ann Brewing Company","Gloucester"," MA"
"790","Fisherman's Pils","German Pilsener",0.054,35,12,"Cape Ann Brewing Company","Gloucester"," MA"
"791","Fisherman's Brew","American Amber / Red Ale",0.055,30,12,"Cape Ann Brewing Company","Gloucester"," MA"
"792","Noche Dulce","American Porter",0.071,16,16,"Borderlands Brewing Company","Tucson"," AZ"
"793","Weize Guy","Hefeweizen",0.05,15,12,"Joseph James Brewing Company","Henderson"," NV"
"794","Fox Tail Gluten Free Ale","American Pale Ale (APA)",0.05,50,12,"Joseph James Brewing Company","Henderson"," NV"
"795","Hop Box Imperial IPA","American Double / Imperial IPA",0.093,90,12,"Joseph James Brewing Company","Henderson"," NV"
"796","Joseph James American Lager","American Adjunct Lager",0.052,15,12,"Joseph James Brewing Company","Henderson"," NV"
"797","UFO Gingerland","Herbed / Spiced Beer",0.052,15,12,"Harpoon Brewery","Boston"," MA"
"798","The Long Thaw White IPA","American White IPA",0.062,45,12,"Harpoon Brewery","Boston"," MA"
"799","Harpoon Summer Beer","Kölsch",0.05,28,12,"Harpoon Brewery","Boston"," MA"
"800","Harpoon IPA","American IPA",0.059,42,12,"Harpoon Brewery","Boston"," MA"
"801","UFO Pumpkin","Pumpkin Ale",0.059,20,12,"Harpoon Brewery","Boston"," MA"
"802","Harpoon Octoberfest","Märzen / Oktoberfest",0.055,30,12,"Harpoon Brewery","Boston"," MA"
"803","Harpoon IPA (2012)","American IPA",0.059,42,12,"Harpoon Brewery","Boston"," MA"
"804","Harpoon Summer Beer (2012)","Kölsch",0.05,28,12,"Harpoon Brewery","Boston"," MA"
"805","UFO White","American Pale Wheat Ale",0.048,10,12,"Harpoon Brewery","Boston"," MA"
"806","Harpoon Summer Beer (2010)","Kölsch",0.05,28,12,"Harpoon Brewery","Boston"," MA"
"807","Harpoon IPA (2010)","American IPA",0.059,42,12,"Harpoon Brewery","Boston"," MA"
"808","Black Me Stout","American Stout",0.06,45,12,"Champion Brewing Company","Charlottesville"," VA"
"809","Killer Kolsch","Kölsch",0.05,22,12,"Champion Brewing Company","Charlottesville"," VA"
"810","Missile IPA","American IPA",0.07,65,12,"Champion Brewing Company","Charlottesville"," VA"
"811","Bravo Four Point","American Pale Ale (APA)",0.044,45,12,"Devil's Backbone Brewing Company","Lexington"," VA"
"812","Striped Bass Pale Ale","American Pale Ale (APA)",0.052,26,12,"Devil's Backbone Brewing Company","Lexington"," VA"
"813","Cream Ale","Cream Ale",0.042,35,12,"Newburgh Brewing Company","Newburgh"," NY"
"814","Ananda India Pale Ale","American IPA",0.062,61,12,"Wiseacre Brewing Company","Memphis"," TN"
"815","Tiny Bomb","American Pilsner",0.045,23,12,"Wiseacre Brewing Company","Memphis"," TN"
"816","Might As Well IPL","American Pale Lager",0.072,75,16,"Golden Road Brewing","Los Angeles"," CA"
"817","Saison Pamplemousse","Saison / Farmhouse Ale",0.058,35,12,"Golden Road Brewing","Los Angeles"," CA"
"818","2020 IPA","American IPA",0.074,74,16,"Golden Road Brewing","Los Angeles"," CA"
"819","Wolf Among Weeds IPA","American IPA",0.08,70,16,"Golden Road Brewing","Los Angeles"," CA"
"820","Better Weather IPA","American IPA",0.094,92,16,"Golden Road Brewing","Los Angeles"," CA"
"821","Point the Way IPA","American IPA",0.059,60,16,"Golden Road Brewing","Los Angeles"," CA"
"822","Golden Road Hefeweizen","Hefeweizen",0.046,15,16,"Golden Road Brewing","Los Angeles"," CA"
"823","Heal the Bay IPA","American IPA",0.068,65,16,"Golden Road Brewing","Los Angeles"," CA"
"824","Point the Way IPA","American IPA",0.059,60,12,"Golden Road Brewing","Los Angeles"," CA"
"825","Get Up Offa That Brown","American Brown Ale",0.055,20,16,"Golden Road Brewing","Los Angeles"," CA"
"826","Burning Bush Smoked IPA","American IPA",0.08,70,16,"Golden Road Brewing","Los Angeles"," CA"
"827","Wolf Among Weeds IPA (2012)","American IPA",0.08,70,16,"Golden Road Brewing","Los Angeles"," CA"
"828","Point the Way IPA (2012)","American IPA",0.059,60,16,"Golden Road Brewing","Los Angeles"," CA"
"829","Golden Road Hefeweizen (2012)","Hefeweizen",0.046,15,16,"Golden Road Brewing","Los Angeles"," CA"
"830","Skylight","Dunkelweizen",0.056,20,12,"New Republic Brewing Company","College Station"," TX"
"831","Kadigan","American Blonde Ale",0.056,30,12,"New Republic Brewing Company","College Station"," TX"
"832","Dammit Jim!","American Amber / Red Ale",0.052,50,12,"New Republic Brewing Company","College Station"," TX"
"833","Infamous IPA","American IPA",0.07,75,12,"Infamous Brewing Company","Austin"," TX"
"834","Hijack","Cream Ale",0.055,20,12,"Infamous Brewing Company","Austin"," TX"
"835","Getaway","German Pilsener",0.052,30,16,"Lift Bridge Brewing Company","Stillwater"," MN"
"836","Farm Girl Saison","Saison / Farmhouse Ale",0.06,30,16,"Lift Bridge Brewing Company","Stillwater"," MN"
"837","Pub Ale","English Dark Mild Ale",0.038,18,12,"Lucky Town Brewing Company","Jackson"," MS"
"838","Ballistic Blonde","Belgian Pale Ale",0.051,31,12,"Lucky Town Brewing Company","Jackson"," MS"
"839","Golden Fleece","Belgian Pale Ale",0.045,35,12,"Quest Brewing Company","Greenville"," SC"
"840","Smoking Mirror","American Porter",0.055,30,12,"Quest Brewing Company","Greenville"," SC"
"841","Tropicalia","American IPA",0.065,65,12,"Creature Comforts","Athens"," GA"
"842","Pursuit","American IPA",0.07,40,12,"Half Full Brewery","Stamford"," CT"
"843","Half Full Bright Ale","American Blonde Ale",0.052,18,12,"Half Full Brewery","Stamford"," CT"
"844","Ale Cider","Fruit / Vegetable Beer",0.065,8,16,"Chapman's Brewing","Angola"," IN"
"845","Pail Ale","American Pale Ale (APA)",0.055,30,16,"Chapman's Brewing","Angola"," IN"
"846","Barrio Blanco","American IPA",0.06,60,12,"Barrio Brewing Company","Tucson"," AZ"
"847","Giant DIPA","American Double / Imperial IPA",0.089,88,16,"Santa Cruz Mountain Brewing","Santa Cruz"," CA"
"848","Batch 69 IPA","American IPA",0.069,69,12,"Frankenmuth Brewery","Frankenmuth"," MI"
"849","Twisted Helles Summer Lager","Munich Helles Lager",0.055,18,12,"Frankenmuth Brewery","Frankenmuth"," MI"
"850","Sobek & Set","American Black Ale",0.08,80,16,"Finch's Beer Company","Chicago"," IL"
"851","Wet Hot American Wheat Ale","American Pale Wheat Ale",0.05,22,16,"Finch's Beer Company","Chicago"," IL"
"852","Fascist Pig Ale","American Amber / Red Ale",0.08,72,16,"Finch's Beer Company","Chicago"," IL"
"853","LuckenBock","Bock",0.07,18,16,"South Austin Brewery","South Austin"," TX"
"854","Texas Pale Ale (TPA)","American IPA",0.055,40,16,"South Austin Brewery","South Austin"," TX"
"855","Kol' Beer","Kölsch",0.05,22,16,"South Austin Brewery","South Austin"," TX"
"856","Wagon Party","California Common / Steam Beer",0.054,55,12,"Bauhaus Brew Labs","Minneapolis"," MN"
"857","Sky-Five","American IPA",0.067,70,12,"Bauhaus Brew Labs","Minneapolis"," MN"
"858","Stargrazer","Schwarzbier",0.05,28,12,"Bauhaus Brew Labs","Minneapolis"," MN"
"859","Wonderstuff","German Pilsener",0.054,48,12,"Bauhaus Brew Labs","Minneapolis"," MN"
"860","Ozark American Pale Ale","American Pale Ale (APA)",0.04,39,12,"Ozark Beer Company","Rogers"," AR"
"861","Overgrown American Pale Ale","American Pale Ale (APA)",0.055,55,12,"Otter Creek Brewing","Waterbury"," VT"
"862","Modus Hoperandi","American IPA",0.068,65,12,"Ska Brewing Company","Durango"," CO"
"863","Estival Cream Stout","American Stout",0.058,15,12,"Ska Brewing Company","Durango"," CO"
"864","Mexican Logger","American Pale Lager",0.042,18,12,"Ska Brewing Company","Durango"," CO"
"865","ESB Special Ale","Extra Special / Strong Bitter (ESB)",0.057,58,12,"Ska Brewing Company","Durango"," CO"
"866","Modus Hoperandi","American IPA",0.068,65,12,"Ska Brewing Company","Durango"," CO"
"867","Almanac IPA","American IPA",0.062,72,12,"Tractor Brewing Company","Albuquerque"," NM"
"868","Farmer's Tan Red Ale","American Amber / Red Ale",0.06,30,12,"Tractor Brewing Company","Albuquerque"," NM"
"869","Summer Session Ale","American Pale Wheat Ale",0.05,61,12,"Peak Organic Brewing Company","Portland"," ME"
"870","Cape Cod Red","American Amber / Red Ale",0.055,35,16,"Cape Cod Beer","Hyannis"," MA"
"871","Beach Blonde","American Blonde Ale",0.049,10,16,"Cape Cod Beer","Hyannis"," MA"
"872","Long Trail IPA","English India Pale Ale (IPA)",0.059,42,12,"Long Trail Brewing Company","Bridgewater Corners"," VT"
"873","Long Trail Ale","American Amber / Red Ale",0.046,30,12,"Long Trail Brewing Company","Bridgewater Corners"," VT"
"874","Double Bag","Altbier",0.072,33,16,"Long Trail Brewing Company","Bridgewater Corners"," VT"
"875","Blackbeary Wheat","Fruit / Vegetable Beer",0.04,8,12,"Long Trail Brewing Company","Bridgewater Corners"," VT"
"876","Long Trail Ale (1)","Altbier",0.046,30,12,"Long Trail Brewing Company","Bridgewater Corners"," VT"
"877","Commotion APA","American Pale Ale (APA)",0.052,49,12,"Great Raft Brewing Company","Shreveport"," LA"
"878","Freeride APA","American Pale Ale (APA)",0.053,40,12,"Alaskan Brewing Company","Juneau"," AK"
"879","Alaskan Amber","Altbier",0.053,18,12,"Alaskan Brewing Company","Juneau"," AK"
"880","Heady Topper","American Double / Imperial IPA",0.08,120,16,"The Alchemist","Waterbury"," VT"
"881","Heady Topper","American Double / Imperial IPA",0.08,120,16,"The Alchemist","Waterbury"," VT"
"882","Hydraulion Red","Irish Red Ale",0.053,22,12,"Three Notch'd Brewing Company","Charlottesville"," VA"
"883","40 Mile IPA","American IPA",0.06,50,12,"Three Notch'd Brewing Company","Charlottesville"," VA"
"884","Fresh Slice White IPA","American White IPA",0.055,45,12,"Otter Creek Brewing","Middlebury"," VT"
"885","Montauk Summer Ale","American Blonde Ale",0.056,28,12,"Montauk Brewing Company","Montauk"," NY"
"886","Driftwood Ale","Extra Special / Strong Bitter (ESB)",0.06,49,12,"Montauk Brewing Company","Montauk"," NY"
"887","Let It Ride IPA","American IPA",0.068,90,12,"Indeed Brewing Company","Minneapolis"," MN"
"888","Stir Crazy Winter Ale","Winter Warmer",0.065,22,12,"Indeed Brewing Company","Minneapolis"," MN"
"889","Sweet Yamma Jamma Ale","Fruit / Vegetable Beer",0.05,10,12,"Indeed Brewing Company","Minneapolis"," MN"
"890","Shenanigans Summer Ale","American Pale Wheat Ale",0.046,27,12,"Indeed Brewing Company","Minneapolis"," MN"
"891","Midnight Ryder","American Black Ale",0.065,80,12,"Indeed Brewing Company","Minneapolis"," MN"
"892","Day Tripper Pale Ale","American Pale Ale (APA)",0.054,45,12,"Indeed Brewing Company","Minneapolis"," MN"
"893","Lost Sailor IPA","English India Pale Ale (IPA)",0.055,40,12,"Berkshire Brewing Company","South Deerfield"," MA"
"894","Steel Rail Extra Pale Ale","American Pale Ale (APA)",0.053,20,12,"Berkshire Brewing Company","South Deerfield"," MA"
"895","Groupe G","Belgian IPA",0.076,65,16,"Headlands Brewing Company","Mill Valley"," CA"
"896","Pt. Bonita Rustic Lager","American Pale Lager",0.062,40,16,"Headlands Brewing Company","Mill Valley"," CA"
"897","Hill 88 Double IPA","American Double / Imperial IPA",0.088,77,16,"Headlands Brewing Company","Mill Valley"," CA"
"898","Longhop IPA","American IPA",0.042,30,16,"Bolero Snort Brewery","Ridgefield Park"," NJ"
"899","Lucky Buck","Irish Dry Stout",0.04,34,16,"Bolero Snort Brewery","Ridgefield Park"," NJ"
"900","Thrasher Session India Pale Ale","American IPA",0.045,44,12,"Defiance Brewing Company","Hays"," KS"
"901","Gutch English Style Mild Ale","English Pale Mild Ale",0.05,16,12,"Defiance Brewing Company","Hays"," KS"
"902","Hop Freak","American Double / Imperial IPA",0.087,80,16,"Milwaukee Brewing Company","Milwaukee"," WI"
"903","Louie's Demise Amber Ale","American Amber / Red Ale",0.051,24,16,"Milwaukee Brewing Company","Milwaukee"," WI"
"904","Hop Happy","American IPA",0.075,51,16,"Milwaukee Brewing Company","Milwaukee"," WI"
"905","Booyah Farmhouse Ale","Saison / Farmhouse Ale",0.065,20,16,"Milwaukee Brewing Company","Milwaukee"," WI"
"906","Flaming Damsel Lager (2010)","Vienna Lager",0.048,18,16,"Milwaukee Brewing Company","Milwaukee"," WI"
"907","Louie’s Demise Immort-Ale (2010)","American Amber / Red Ale",0.051,24,16,"Milwaukee Brewing Company","Milwaukee"," WI"
"908","Whitecap Wit","Witbier",0.048,16,16,"Catawba Island Brewing","Port Clinton"," OH"
"909","Seiche Scottish Ale","Scottish Ale",0.078,16,16,"Catawba Island Brewing","Port Clinton"," OH"
"910","Naked Pig Pale Ale","American Pale Ale (APA)",0.06,43,12,"Back Forty Beer Company","Gadsden"," AL"
"911","El Chingon IPA","American IPA",0.076,73,12,"Four Corners Brewing Company","Dallas"," TX"
"912","Block Party Robust Porter","American Porter",0.057,40,12,"Four Corners Brewing Company","Dallas"," TX"
"913","Local Buzz","American Blonde Ale",0.052,20,12,"Four Corners Brewing Company","Dallas"," TX"
"914","Saint Archer White Ale","Witbier",0.05,15,12,"Saint Archer Brewery","San Diego"," CA"
"915","Saint Archer IPA","American IPA",0.068,66,12,"Saint Archer Brewery","San Diego"," CA"
"916","Saint Archer Pale Ale","American Pale Ale (APA)",0.052,40,12,"Saint Archer Brewery","San Diego"," CA"
"917","Saint Archer Blonde","Kölsch",0.048,22,12,"Saint Archer Brewery","San Diego"," CA"
"918","Supergoose IPA","American IPA",0.069,67,12,"Hale's Ales","Seattle"," WA"
"919","IPA & a Half","American IPA",0.073,87,12,"Tommyknocker Brewery","Idaho Springs"," CO"
"920","Ornery Amber Lager (2003)","Vienna Lager",0.055,33,12,"Tommyknocker Brewery","Idaho Springs"," CO"
"921","On the Count of 3 (2015)","Hefeweizen",0.07,42,16,"Baxter Brewing Company","Lewiston"," ME"
"922","Amber Road","American Amber / Red Ale",0.055,35,12,"Baxter Brewing Company","Lewiston"," ME"
"923","Pamola Xtra Pale Ale","American Pale Ale (APA)",0.049,28,12,"Baxter Brewing Company","Lewiston"," ME"
"924","Stowaway IPA","American IPA",0.069,69,12,"Baxter Brewing Company","Lewiston"," ME"
"925","American India Red Ale","American Strong Ale",0.071,83,12,"Black Shirt Brewing Company","Denver"," CO"
"926","American Red Porter","American Porter",0.071,45,12,"Black Shirt Brewing Company","Denver"," CO"
"927","American Red Saison","Saison / Farmhouse Ale",0.078,34,12,"Black Shirt Brewing Company","Denver"," CO"
"928","Colorado Red Ale","American Amber / Red Ale",0.066,44,12,"Black Shirt Brewing Company","Denver"," CO"
"929","Wachusett Light IPA","American IPA",0.04,37,12,"Wachusett Brewing Company","Westminster"," MA"
"930","Green Monsta IPA","American IPA",0.06,55,12,"Wachusett Brewing Company","Westminster"," MA"
"931","Wachusett IPA","American IPA",0.056,50,12,"Wachusett Brewing Company","Westminster"," MA"
"932","Larry Imperial IPA","American Double / Imperial IPA",0.085,85,12,"Wachusett Brewing Company","Westminster"," MA"
"933","Country Pale Ale","English Pale Ale",0.051,17,12,"Wachusett Brewing Company","Westminster"," MA"
"934","Wachusett Light IPA (2013)","American IPA",0.04,37,12,"Wachusett Brewing Company","Westminster"," MA"
"935","Pumpkan","Pumpkin Ale",0.052,20,12,"Wachusett Brewing Company","Westminster"," MA"
"936","Wachusett Blueberry Ale","Fruit / Vegetable Beer",0.045,10,12,"Wachusett Brewing Company","Westminster"," MA"
"937","Green Monsta IPA","American IPA",0.06,55,12,"Wachusett Brewing Company","Westminster"," MA"
"938","Hefe Lemon","Radler",0.049,30,12,"Widmer Brothers Brewing Company","Portland"," OR"
"939","Hefe Black","Hefeweizen",0.049,30,12,"Widmer Brothers Brewing Company","Portland"," OR"
"940","Widmer Brothers Hefeweizen","Hefeweizen",0.049,30,12,"Widmer Brothers Brewing Company","Portland"," OR"
"941","Provision","Saison / Farmhouse Ale",0.042,25,12,"Hop Farm Brewing Company","Pittsburgh"," PA"
"942","One Nut Brown","American Brown Ale",0.047,28,12,"Hop Farm Brewing Company","Pittsburgh"," PA"
"943","Hop Farm IPA","American IPA",0.058,45,12,"Hop Farm Brewing Company","Pittsburgh"," PA"
"944","Adam's Stout","American Stout",0.058,40,12,"Liquid Hero Brewery","York"," PA"
"945","American Hero","American Amber / Red Ale",0.057,42,12,"Liquid Hero Brewery","York"," PA"
"946","Schweet Ale","Fruit / Vegetable Beer",0.052,20,12,"Liquid Hero Brewery","York"," PA"
"947","Irregardless IPA","American IPA",0.065,75,12,"Liquid Hero Brewery","York"," PA"
"948","Our Legacy IPA","American IPA",0.065,60,12,"Matt Brewing Company","Utica"," NY"
"949","Our Legacy IPA","American IPA",0.065,60,16,"Matt Brewing Company","Utica"," NY"
"950","Blueberry Blonde Ale","American Blonde Ale",0.05,12,12,"Matt Brewing Company","Utica"," NY"
"951","Porch Rocker","Radler",0.045,8,12,"Boston Beer Company","Boston"," MA"
"952","Rebel IPA","American IPA",0.065,45,16,"Boston Beer Company","Boston"," MA"
"953","Boston Lager","Vienna Lager",0.049,30,16,"Boston Beer Company","Boston"," MA"
"954","Boston Lager","Vienna Lager",0.049,30,12,"Boston Beer Company","Boston"," MA"
"955","Samuel Adams Octoberfest","Märzen / Oktoberfest",0.053,15,12,"Boston Beer Company","Boston"," MA"
"956","Samuel Adams Summer Ale","American Pale Wheat Ale",0.053,7,12,"Boston Beer Company","Boston"," MA"
"957","Boston Lager","Vienna Lager",0.049,30,12,"Boston Beer Company","Boston"," MA"
"958","Falling Down Brown Ale","American Brown Ale",0.065,65,16,"Old Forge Brewing Company","Danville"," PA"
"959","Old Forge Pumpkin Ale","Pumpkin Ale",0.046,20,16,"Old Forge Brewing Company","Danville"," PA"
"960","Squatters Hop Rising Double IPA","American Double / Imperial IPA",0.09,75,12,"Utah Brewers Cooperative","Salt Lake City"," UT"
"961","Squatters Hop Rising Double IPA (2014)","American Double / Imperial IPA",0.09,75,12,"Utah Brewers Cooperative","Salt Lake City"," UT"
"962","#9","Fruit / Vegetable Beer",0.051,20,16,"Magic Hat Brewing Company","South Burlington"," VT"
"963","Elder Betty","Hefeweizen",0.055,13,12,"Magic Hat Brewing Company","South Burlington"," VT"
"964","#9","Fruit / Vegetable Beer",0.051,20,12,"Magic Hat Brewing Company","South Burlington"," VT"
"965","Quarter Mile Double IPA","American Double / Imperial IPA",0.08,80,12,"Blue Hills Brewery","Canton"," MA"
"966","Hoptopus Double IPA","American Double / Imperial IPA",0.088,108,16,"Beach Brewing Company","Virginia Beach"," VA"
"967","Rodeo Rye Pale Ale","American Pale Ale (APA)",0.042,35,12,"Payette Brewing Company","Garden City"," ID"
"968","Outlaw IPA","American IPA",0.062,65,12,"Payette Brewing Company","Garden City"," ID"
"969","Payette Pale Ale","American Pale Ale (APA)",0.048,35,12,"Payette Brewing Company","Garden City"," ID"
"970","Mutton Buster","American Brown Ale",0.055,25,12,"Payette Brewing Company","Garden City"," ID"
"971","Last Stop IPA","American IPA",0.072,60,12,"Brew Bus Brewing","Tampa"," FL"
"972","Rollin Dirty Red Ale","Irish Red Ale",0.05,21,12,"Brew Bus Brewing","Tampa"," FL"
"973","Are Wheat There Yet?","American Pale Wheat Ale",0.055,28,12,"Brew Bus Brewing","Tampa"," FL"
"974","Dagger Falls IPA","American IPA",0.063,100,12,"Sockeye Brewing Company","Boise"," ID"
"975","Dagger Falls IPA","American IPA",0.063,100,12,"Sockeye Brewing Company","Boise"," ID"
"976","Old Devil's Tooth","American Barleywine",0.099,100,12,"Sockeye Brewing Company","Boise"," ID"
"977","Hell-Diver Pale Ale","American Pale Ale (APA)",0.052,32,12,"Sockeye Brewing Company","Boise"," ID"
"978","Woolybugger Wheat","American Pale Wheat Ale",0.046,12,12,"Sockeye Brewing Company","Boise"," ID"
"979","Winterfest","American Strong Ale",0.084,90,16,"Sockeye Brewing Company","Boise"," ID"
"980","Dagger Falls IPA","American IPA",0.063,100,12,"Sockeye Brewing Company","Boise"," ID"
"981","Filthy Hoppin' IPA","American IPA",0.065,72,16,"Dirty Bucket Brewing Company","Woodinville"," WA"
"982","Thunder Ann","American Pale Ale (APA)",0.055,37,12,"Jackalope Brewing Company","Nashville"," TN"
"983","Iron Butt Red Ale","American Amber / Red Ale",0.058,39,12,"Slanted Rock Brewing Company","Meridian"," ID"
"984","Initial Point India Pale Ale","American IPA",0.071,92,12,"Slanted Rock Brewing Company","Meridian"," ID"
"985","Hot Date Ale","Chile Beer",0.06,20,16,"Piney River Brewing Company","Bucryus"," MO"
"986","Sweet Potato Ale","Fruit / Vegetable Beer",0.06,24,16,"Piney River Brewing Company","Bucryus"," MO"
"987","Float Trip Ale","American Blonde Ale",0.045,18,16,"Piney River Brewing Company","Bucryus"," MO"
"988","Old Tom Porter","American Porter",0.055,25,16,"Piney River Brewing Company","Bucryus"," MO"
"989","Black Walnut Wheat","American Dark Wheat Ale",0.045,18,16,"Piney River Brewing Company","Bucryus"," MO"
"990","McKinney Eddy Amber Ale","American Amber / Red Ale",0.055,20,16,"Piney River Brewing Company","Bucryus"," MO"
"991","Missouri Mule India Pale Ale","American IPA",0.07,70,16,"Piney River Brewing Company","Bucryus"," MO"
"992","Banner American Rye","Rye Beer",0.045,20,12,"Banner Beer Company","Williamsburg"," MA"
"993","Banner American Ale","American Amber / Red Ale",0.035,45,12,"Banner Beer Company","Williamsburg"," MA"
"994","Jacaranada Rye IPA","American IPA",0.067,60,16,"Claremont Craft Ales","Claremont"," CA"
"995","Lil SIPA","American IPA",0.05,55,16,"Rivertown Brewing Company","Lockland"," OH"
"996","Hop Bomber Rye Pale Ale","American Pale Ale (APA)",0.055,60,16,"Rivertown Brewing Company","Lockland"," OH"
"997","Voodoo Love Child","Tripel",0.092,25,12,"Voodoo Brewery","Meadville"," PA"
"998","White Magick of the Sun","Witbier",0.079,23,12,"Voodoo Brewery","Meadville"," PA"
"999","Wynona's Big Brown Ale","American Brown Ale",0.075,31,12,"Voodoo Brewery","Meadville"," PA"
"1000","Gran Met","Belgian Strong Pale Ale",0.092,25,12,"Voodoo Brewery","Meadville"," PA"
"1001","Good Vibes IPA","American IPA",0.073,85,12,"Voodoo Brewery","Meadville"," PA"
"1002","Pilzilla","American Double / Imperial Pilsner",0.075,85,12,"Voodoo Brewery","Meadville"," PA"
"1003","GreyBeard™ IPA","American IPA",0.069,51,12,"Pisgah Brewing Company","Black Mountain"," NC"
"1004","Pisgah Pale Ale","American Pale Ale (APA)",0.057,31,12,"Pisgah Brewing Company","Black Mountain"," NC"
"1005","When Helles Freezes Over","Munich Helles Lager",0.056,18,12,"Morgan Street Brewery","Saint Louis"," MO"
"1006","Morgan Street Oktoberfest","Märzen / Oktoberfest",0.049,24,12,"Morgan Street Brewery","Saint Louis"," MO"
"1007","Honey Wheat","American Pale Wheat Ale",0.047,14,12,"Morgan Street Brewery","Saint Louis"," MO"
"1008","Black Bear Dark Lager","Schwarzbier",0.046,24,12,"Morgan Street Brewery","Saint Louis"," MO"
"1009","Golden Pilsner","German Pilsener",0.05,35,12,"Morgan Street Brewery","Saint Louis"," MO"
"1010","Just IPA","American IPA",0.046,45,12,"The Just Beer Project","Burlington"," VT"
"1011","Bronx Summer Pale Ale","American Pale Ale (APA)",0.052,16,16,"The Bronx Brewery","Bronx"," NY"
"1012","Bronx Black Pale Ale","American Black Ale",0.057,46,16,"The Bronx Brewery","Bronx"," NY"
"1013","Bronx Pale Ale","American Pale Ale (APA)",0.063,50,16,"The Bronx Brewery","Bronx"," NY"
"1014","Dead Armadillo Amber Ale","American Amber / Red Ale",0.063,37,12,"Dead Armadillo Craft Brewing","Tulsa"," OK"
"1015","A Slice of Hefen","Hefeweizen",0.054,15,16,"La Cumbre Brewing Company","Albuquerque"," NM"
"1016","Elevated IPA","American IPA",0.072,100,16,"La Cumbre Brewing Company","Albuquerque"," NM"
"1017","Iron Horse Pale Ale","American Pale Ale (APA)",0.05,32,12,"Fargo Brewing Company","Fargo"," ND"
"1018","Stone's Throw IPA","Scottish Ale",0.045,19,12,"Fargo Brewing Company","Fargo"," ND"
"1019","Wood Chipper India Pale Ale","American IPA",0.067,70,12,"Fargo Brewing Company","Fargo"," ND"
"1020","Big Sky IPA","American IPA",0.062,65,12,"Big Sky Brewing Company","Missoula"," MT"
"1021","Scape Goat Pale Ale","English Pale Ale",0.05,40,12,"Big Sky Brewing Company","Missoula"," MT"
"1022","Montana Trout Slayer Ale","American Pale Wheat Ale",0.05,35,12,"Big Sky Brewing Company","Missoula"," MT"
"1023","Moose Drool Brown Ale","American Brown Ale",0.051,26,12,"Big Sky Brewing Company","Missoula"," MT"
"1024","Powder Hound Winter Ale","English Strong Ale",0.072,60,12,"Big Sky Brewing Company","Missoula"," MT"
"1025","Moose Drool Brown Ale (2011)","American Brown Ale",0.051,26,12,"Big Sky Brewing Company","Missoula"," MT"
"1026","Montana Trout Slayer Ale (2012)","American Pale Wheat Ale",0.05,35,12,"Big Sky Brewing Company","Missoula"," MT"
"1027","Big Sky IPA (2012)","American IPA",0.062,65,12,"Big Sky Brewing Company","Missoula"," MT"
"1028","Scape Goat Pale Ale (2010)","English Pale Ale",0.05,40,12,"Big Sky Brewing Company","Missoula"," MT"
"1029","Montana Trout Slayer Ale (2009)","American Pale Wheat Ale",0.05,35,12,"Big Sky Brewing Company","Missoula"," MT"
"1030","Moose Drool Brown Ale (2009)","American Brown Ale",0.051,26,12,"Big Sky Brewing Company","Missoula"," MT"
"1031","Wick For Brains","Pumpkin Ale",0.061,11,12,"Nebraska Brewing Company","Papillion"," NE"
