"","beer_name","style","abv","ibu","ounces","brewery_name","city","state","ounce"
"935","Pumpkan","Pumpkin Ale","4","2","2","Wachusett Brewing Company","Westminster"," MA","2"
"936","Wachusett Blueberry Ale","Fruit / Vegetable Beer","3","1","2","Wachusett Brewing Company","Westminster"," MA","2"
"937","Green Monsta IPA","American IPA","4","6","2","Wachusett Brewing Company","Westminster"," MA","2"
"938","Hefe Lemon","Radler","3","3","2","Widmer Brothers Brewing Company","Portland"," OR","2"
"939","Hefe Black","Hefeweizen","3","3","2","Widmer Brothers Brewing Company","Portland"," OR","2"
"940","Widmer Brothers Hefeweizen","Hefeweizen","3","3","2","Widmer Brothers Brewing Company","Portland"," OR","2"
"941","Provision","Saison / Farmhouse Ale","3","3","2","Hop Farm Brewing Company","Pittsburgh"," PA","2"
"942","One Nut Brown","American Brown Ale","3","3","2","Hop Farm Brewing Company","Pittsburgh"," PA","2"
"943","Hop Farm IPA","American IPA","4","5","2","Hop Farm Brewing Company","Pittsburgh"," PA","2"
"944","Adam's Stout","American Stout","4","4","2","Liquid Hero Brewery","York"," PA","2"
"945","American Hero","American Amber / Red Ale","4","5","2","Liquid Hero Brewery","York"," PA","2"
"946","Schweet Ale","Fruit / Vegetable Beer","4","2","2","Liquid Hero Brewery","York"," PA","2"
"947","Irregardless IPA","American IPA","5","8","2","Liquid Hero Brewery","York"," PA","2"
"948","Our Legacy IPA","American IPA","5","6","2","Matt Brewing Company","Utica"," NY","2"
"949","Our Legacy IPA","American IPA","5","6","3","Matt Brewing Company","Utica"," NY","3"
"950","Blueberry Blonde Ale","American Blonde Ale","3","2","2","Matt Brewing Company","Utica"," NY","2"
"951","Porch Rocker","Radler","3","1","2","Boston Beer Company","Boston"," MA","2"
"952","Rebel IPA","American IPA","5","5","3","Boston Beer Company","Boston"," MA","3"
"953","Boston Lager","Vienna Lager","3","3","3","Boston Beer Company","Boston"," MA","3"
"954","Boston Lager","Vienna Lager","3","3","2","Boston Beer Company","Boston"," MA","2"
"955","Samuel Adams Octoberfest","Märzen / Oktoberfest","4","2","2","Boston Beer Company","Boston"," MA","2"
"956","Samuel Adams Summer Ale","American Pale Wheat Ale","4","1","2","Boston Beer Company","Boston"," MA","2"
"957","Boston Lager","Vienna Lager","3","3","2","Boston Beer Company","Boston"," MA","2"
"958","Falling Down Brown Ale","American Brown Ale","5","7","3","Old Forge Brewing Company","Danville"," PA","3"
"959","Old Forge Pumpkin Ale","Pumpkin Ale","3","2","3","Old Forge Brewing Company","Danville"," PA","3"
"960","Squatters Hop Rising Double IPA","American Double / Imperial IPA","7","8","2","Utah Brewers Cooperative","Salt Lake City"," UT","2"
"961","Squatters Hop Rising Double IPA (2014)","American Double / Imperial IPA","7","8","2","Utah Brewers Cooperative","Salt Lake City"," UT","2"
"962","#9","Fruit / Vegetable Beer","4","2","3","Magic Hat Brewing Company","South Burlington"," VT","3"
"963","Elder Betty","Hefeweizen","4","2","2","Magic Hat Brewing Company","South Burlington"," VT","2"
"964","#9","Fruit / Vegetable Beer","4","2","2","Magic Hat Brewing Company","South Burlington"," VT","2"
"965","Quarter Mile Double IPA","American Double / Imperial IPA","6","8","2","Blue Hills Brewery","Canton"," MA","2"
"966","Hoptopus Double IPA","American Double / Imperial IPA","7","11","3","Beach Brewing Company","Virginia Beach"," VA","3"
"967","Rodeo Rye Pale Ale","American Pale Ale (APA)","3","4","2","Payette Brewing Company","Garden City"," ID","2"
"968","Outlaw IPA","American IPA","4","7","2","Payette Brewing Company","Garden City"," ID","2"
"969","Payette Pale Ale","American Pale Ale (APA)","3","4","2","Payette Brewing Company","Garden City"," ID","2"
"970","Mutton Buster","American Brown Ale","4","3","2","Payette Brewing Company","Garden City"," ID","2"
"971","Last Stop IPA","American IPA","5","6","2","Brew Bus Brewing","Tampa"," FL","2"
"972","Rollin Dirty Red Ale","Irish Red Ale","3","3","2","Brew Bus Brewing","Tampa"," FL","2"
"973","Are Wheat There Yet?","American Pale Wheat Ale","4","3","2","Brew Bus Brewing","Tampa"," FL","2"
"974","Dagger Falls IPA","American IPA","5","10","2","Sockeye Brewing Company","Boise"," ID","2"
"975","Dagger Falls IPA","American IPA","5","10","2","Sockeye Brewing Company","Boise"," ID","2"
"976","Old Devil's Tooth","American Barleywine","7","10","2","Sockeye Brewing Company","Boise"," ID","2"
"977","Hell-Diver Pale Ale","American Pale Ale (APA)","4","4","2","Sockeye Brewing Company","Boise"," ID","2"
"978","Woolybugger Wheat","American Pale Wheat Ale","3","2","2","Sockeye Brewing Company","Boise"," ID","2"
"979","Winterfest","American Strong Ale","6","9","3","Sockeye Brewing Company","Boise"," ID","3"
"980","Dagger Falls IPA","American IPA","5","10","2","Sockeye Brewing Company","Boise"," ID","2"
"981","Filthy Hoppin' IPA","American IPA","5","8","3","Dirty Bucket Brewing Company","Woodinville"," WA","3"
"982","Thunder Ann","American Pale Ale (APA)","4","4","2","Jackalope Brewing Company","Nashville"," TN","2"
"983","Iron Butt Red Ale","American Amber / Red Ale","4","4","2","Slanted Rock Brewing Company","Meridian"," ID","2"
"984","Initial Point India Pale Ale","American IPA","5","10","2","Slanted Rock Brewing Company","Meridian"," ID","2"
"985","Hot Date Ale","Chile Beer","4","2","3","Piney River Brewing Company","Bucryus"," MO","3"
"986","Sweet Potato Ale","Fruit / Vegetable Beer","4","3","3","Piney River Brewing Company","Bucryus"," MO","3"
"987","Float Trip Ale","American Blonde Ale","3","2","3","Piney River Brewing Company","Bucryus"," MO","3"
"988","Old Tom Porter","American Porter","4","3","3","Piney River Brewing Company","Bucryus"," MO","3"
"989","Black Walnut Wheat","American Dark Wheat Ale","3","2","3","Piney River Brewing Company","Bucryus"," MO","3"
"990","McKinney Eddy Amber Ale","American Amber / Red Ale","4","2","3","Piney River Brewing Company","Bucryus"," MO","3"
"991","Missouri Mule India Pale Ale","American IPA","5","7","3","Piney River Brewing Company","Bucryus"," MO","3"
"992","Banner American Rye","Rye Beer","3","2","2","Banner Beer Company","Williamsburg"," MA","2"
"993","Banner American Ale","American Amber / Red Ale","2","5","2","Banner Beer Company","Williamsburg"," MA","2"
"994","Jacaranada Rye IPA","American IPA","5","6","3","Claremont Craft Ales","Claremont"," CA","3"
"995","Lil SIPA","American IPA","3","6","3","Rivertown Brewing Company","Lockland"," OH","3"
"996","Hop Bomber Rye Pale Ale","American Pale Ale (APA)","4","6","3","Rivertown Brewing Company","Lockland"," OH","3"
"997","Voodoo Love Child","Tripel","7","3","2","Voodoo Brewery","Meadville"," PA","2"
"998","White Magick of the Sun","Witbier","6","3","2","Voodoo Brewery","Meadville"," PA","2"
"999","Wynona's Big Brown Ale","American Brown Ale","5","4","2","Voodoo Brewery","Meadville"," PA","2"
"1000","Gran Met","Belgian Strong Pale Ale","7","3","2","Voodoo Brewery","Meadville"," PA","2"
"1001","Good Vibes IPA","American IPA","5","9","2","Voodoo Brewery","Meadville"," PA","2"
"1002","Pilzilla","American Double / Imperial Pilsner","5","9","2","Voodoo Brewery","Meadville"," PA","2"
"1003","GreyBeard™ IPA","American IPA","5","6","2","Pisgah Brewing Company","Black Mountain"," NC","2"
"1004","Pisgah Pale Ale","American Pale Ale (APA)","4","4","2","Pisgah Brewing Company","Black Mountain"," NC","2"
"1005","When Helles Freezes Over","Munich Helles Lager","4","2","2","Morgan Street Brewery","Saint Louis"," MO","2"
"1006","Morgan Street Oktoberfest","Märzen / Oktoberfest","3","3","2","Morgan Street Brewery","Saint Louis"," MO","2"
"1007","Honey Wheat","American Pale Wheat Ale","3","2","2","Morgan Street Brewery","Saint Louis"," MO","2"
"1008","Black Bear Dark Lager","Schwarzbier","3","3","2","Morgan Street Brewery","Saint Louis"," MO","2"
"1009","Golden Pilsner","German Pilsener","3","4","2","Morgan Street Brewery","Saint Louis"," MO","2"
"1010","Just IPA","American IPA","3","5","2","The Just Beer Project","Burlington"," VT","2"
"1011","Bronx Summer Pale Ale","American Pale Ale (APA)","4","2","3","The Bronx Brewery","Bronx"," NY","3"
"1012","Bronx Black Pale Ale","American Black Ale","4","5","3","The Bronx Brewery","Bronx"," NY","3"
"1013","Bronx Pale Ale","American Pale Ale (APA)","5","5","3","The Bronx Brewery","Bronx"," NY","3"
"1014","Dead Armadillo Amber Ale","American Amber / Red Ale","5","4","2","Dead Armadillo Craft Brewing","Tulsa"," OK","2"
"1015","A Slice of Hefen","Hefeweizen","4","2","3","La Cumbre Brewing Company","Albuquerque"," NM","3"
"1016","Elevated IPA","American IPA","5","10","3","La Cumbre Brewing Company","Albuquerque"," NM","3"
"1017","Iron Horse Pale Ale","American Pale Ale (APA)","3","4","2","Fargo Brewing Company","Fargo"," ND","2"
"1018","Stone's Throw IPA","Scottish Ale","3","2","2","Fargo Brewing Company","Fargo"," ND","2"
"1019","Wood Chipper India Pale Ale","American IPA","5","7","2","Fargo Brewing Company","Fargo"," ND","2"
"1020","Big Sky IPA","American IPA","4","7","2","Big Sky Brewing Company","Missoula"," MT","2"
"1021","Scape Goat Pale Ale","English Pale Ale","3","4","2","Big Sky Brewing Company","Missoula"," MT","2"
"1022","Montana Trout Slayer Ale","American Pale Wheat Ale","3","4","2","Big Sky Brewing Company","Missoula"," MT","2"
"1023","Moose Drool Brown Ale","American Brown Ale","4","3","2","Big Sky Brewing Company","Missoula"," MT","2"
"1024","Powder Hound Winter Ale","English Strong Ale","5","6","2","Big Sky Brewing Company","Missoula"," MT","2"
"1025","Moose Drool Brown Ale (2011)","American Brown Ale","4","3","2","Big Sky Brewing Company","Missoula"," MT","2"
"1026","Montana Trout Slayer Ale (2012)","American Pale Wheat Ale","3","4","2","Big Sky Brewing Company","Missoula"," MT","2"
"1027","Big Sky IPA (2012)","American IPA","4","7","2","Big Sky Brewing Company","Missoula"," MT","2"
"1028","Scape Goat Pale Ale (2010)","English Pale Ale","3","4","2","Big Sky Brewing Company","Missoula"," MT","2"
"1029","Montana Trout Slayer Ale (2009)","American Pale Wheat Ale","3","4","2","Big Sky Brewing Company","Missoula"," MT","2"
"1030","Moose Drool Brown Ale (2009)","American Brown Ale","4","3","2","Big Sky Brewing Company","Missoula"," MT","2"
"1031","Wick For Brains","Pumpkin Ale","4","2","2","Nebraska Brewing Company","Papillion"," NE","2"
"1032","Nebraska India Pale Ale","American IPA","5","7","2","Nebraska Brewing Company","Papillion"," NE","2"
"1033","EOS Hefeweizen","Hefeweizen","3","1","2","Nebraska Brewing Company","Papillion"," NE","2"
"1034","Brunette Nut Brown Ale","English Brown Ale","3","2","2","Nebraska Brewing Company","Papillion"," NE","2"
"1035","Cardinal Pale Ale","American Pale Ale (APA)","4","3","2","Nebraska Brewing Company","Papillion"," NE","2"
"1036","Be Hoppy IPA","American IPA","5","7","3","Wormtown Brewery","Worcester"," MA","3"
"1037","Category 3 IPA","American IPA","4","7","2","Due South Brewing Company","Boynton Beach"," FL","2"
"1038","KelSo Nut Brown Lager","Euro Dark Lager","4","2","2","KelSo Beer Company","Brooklyn"," NY","2"
"1039","KelSo India Pale Ale","American IPA","4","7","2","KelSo Beer Company","Brooklyn"," NY","2"
"1040","KelSo Pilsner","Czech Pilsener","4","3","2","KelSo Beer Company","Brooklyn"," NY","2"
"1041","The Great Return","American IPA","5","7","3","Hardywood Park Craft Brewery","Richmond"," VA","3"
"1042","Hardywood Cream Ale","Cream Ale","3","2","2","Hardywood Park Craft Brewery","Richmond"," VA","2"
"1043","Capital Trail Pale Ale","American Pale Ale (APA)","4","6","2","Hardywood Park Craft Brewery","Richmond"," VA","2"
"1044","Troopers Alley IPA","American IPA","4","14","2","Wolf Hills Brewing Company","Abingdon"," VA","2"
"1045","Madra Allta","American IPA","5","10","2","Lavery Brewing Company","Erie"," PA","2"
"1046","Duluchan India Pale Ale","American IPA","4","7","2","Lavery Brewing Company","Erie"," PA","2"
"1047","Chaotic Double IPA","American Double / Imperial IPA","7","10","2","Manzanita Brewing Company","Santee"," CA","2"
"1048","Manzanita IPA","American IPA","6","9","2","Manzanita Brewing Company","Santee"," CA","2"
"1049","Riverwalk Blonde Ale","American Blonde Ale","4","3","2","Manzanita Brewing Company","Santee"," CA","2"
"1050","Gillespie Brown Ale","American Brown Ale","7","5","2","Manzanita Brewing Company","Santee"," CA","2"
"1051","Manzanita Pale Ale","American Pale Ale (APA)","5","5","2","Manzanita Brewing Company","Santee"," CA","2"
"1052","Chai Ale","Herbed / Spiced Beer","4","2","3","Central Coast Brewing Company","San Luis Obispo"," CA","3"
"1053","Lucky Day IPA","American IPA","5","9","3","Central Coast Brewing Company","San Luis Obispo"," CA","3"
"1054","Terrace Hill Double IPA","American Double / Imperial IPA","7","10","3","Central Coast Brewing Company","San Luis Obispo"," CA","3"
"1055","Catch 23","American Black Ale","5","8","3","Central Coast Brewing Company","San Luis Obispo"," CA","3"
"1056","Westfield Octoberfest","Märzen / Oktoberfest","4","3","2","Westfield River Brewing Company","Westfield"," MA","2"
"1057","Charlie in the Rye","American IPA","4","6","2","Westfield River Brewing Company","Westfield"," MA","2"
"1058","Elephant Rock IPA","American IPA","5","8","2","Pikes Peak Brewing Company","Monument"," CO","2"
"1059","Belgian Style Session Ale","Belgian Pale Ale","3","3","2","Manayunk Brewing Company","Philadelphia"," PA","2"
"1060","Summer Paradise","American Pale Wheat Ale","3","2","2","Manayunk Brewing Company","Philadelphia"," PA","2"
"1061","Monk from the 'Yunk","Tripel","7","3","2","Manayunk Brewing Company","Philadelphia"," PA","2"
"1062","Schuylkill Punch","Fruit / Vegetable Beer","4","2","2","Manayunk Brewing Company","Philadelphia"," PA","2"
"1063","Dreamin' Double IPA","American Double / Imperial IPA","6","9","2","Manayunk Brewing Company","Philadelphia"," PA","2"
"1064","Jam Session","American Pale Ale (APA)","4","4","3","NoDa Brewing Company","Charlotte"," NC","3"
"1065","Hop Drop 'N Roll IPA","American IPA","5","8","3","NoDa Brewing Company","Charlotte"," NC","3"
"1066","Pumpkin Beast","Pumpkin Ale","4","2","2","Aviator Brewing Company","Fuquay-Varina"," NC","2"
"1067","OktoberBeast","Märzen / Oktoberfest","5","3","2","Aviator Brewing Company","Fuquay-Varina"," NC","2"
"1068","Mad Beach","American Pale Wheat Ale","3","3","2","Aviator Brewing Company","Fuquay-Varina"," NC","2"
"1069","Devils Tramping Ground Tripel","Tripel","7","1","2","Aviator Brewing Company","Fuquay-Varina"," NC","2"
"1070","Hot Rod Red","American Amber / Red Ale","4","5","2","Aviator Brewing Company","Fuquay-Varina"," NC","2"
"1071","Hop Slayer Double IPA","American Double / Imperial IPA","6","10","2","Wild Onion Brewing Company","Lake Barrington"," IL","2"
"1072","Phat Chance","American Blonde Ale","4","3","2","Wild Onion Brewing Company","Lake Barrington"," IL","2"
"1073","Hop Slayer Double IPA (2011)","American Double / Imperial IPA","6","10","2","Wild Onion Brewing Company","Lake Barrington"," IL","2"
"1074","Hop Slayer Double IPA (2011)","American Double / Imperial IPA","6","10","2","Wild Onion Brewing Company","Lake Barrington"," IL","2"
"1075","Wild Onion Summer Wit","Witbier","3","2","2","Wild Onion Brewing Company","Lake Barrington"," IL","2"
"1076","Jack Stout","Oatmeal Stout","4","3","2","Wild Onion Brewing Company","Lake Barrington"," IL","2"
"1077","Paddy Pale Ale","American Pale Ale (APA)","4","5","2","Wild Onion Brewing Company","Lake Barrington"," IL","2"
"1078","The 12th Can™","American Pale Ale (APA)","3","4","3","Hilliard's Beer","Seattle"," WA","3"
"1079","Hilliard's Pils","Czech Pilsener","4","4","3","Hilliard's Beer","Seattle"," WA","3"
"1080","Hilliard's Blonde","American Blonde Ale","3","2","3","Hilliard's Beer","Seattle"," WA","3"
"1081","Hilliard's Amber Ale","American Amber / Red Ale","4","6","3","Hilliard's Beer","Seattle"," WA","3"
"1082","Hilliard's Saison","Saison / Farmhouse Ale","5","3","3","Hilliard's Beer","Seattle"," WA","3"
"1083","Chickawawa Lemonale","Fruit / Vegetable Beer","3","1","2","Great River Brewery","Davenport"," IA","2"
"1084","Barrel Aged Farmer","American Brown Ale","5","3","3","Great River Brewery","Davenport"," IA","3"
"1085","Dos Pistolas","Vienna Lager","3","2","2","Great River Brewery","Davenport"," IA","2"
"1086","Owney Irish Style Red Ale","Irish Red Ale","3","3","3","Great River Brewery","Davenport"," IA","3"
"1087","Widespread Wit","Witbier","4","1","3","Great River Brewery","Davenport"," IA","3"
"1088","Roller Dam Red Ale","Irish Red Ale","4","3","3","Great River Brewery","Davenport"," IA","3"
"1089","483 Pale Ale","American Pale Ale (APA)","4","5","3","Great River Brewery","Davenport"," IA","3"
"1090","Hop A Potamus Double Dark Rye Pale Ale","Rye Beer","7","10","3","Great River Brewery","Davenport"," IA","3"
"1091","Farmer Brown Ale","American Brown Ale","5","3","3","Great River Brewery","Davenport"," IA","3"
"1092","Big Cock IPA","American IPA","5","7","3","Great River Brewery","Davenport"," IA","3"
"1093","Oktoberfest","Märzen / Oktoberfest","4","3","3","Great River Brewery","Davenport"," IA","3"
"1094","40th Annual Bix Street Fest Copper Ale (Current)","American Amber / Red Ale","3","3","3","Great River Brewery","Davenport"," IA","3"
"1095","Redband Stout","American Stout","4","4","3","Great River Brewery","Davenport"," IA","3"
"1096","483 Pale Ale (2010)","American Pale Ale (APA)","4","5","3","Great River Brewery","Davenport"," IA","3"
"1097","Roller Dam Red Ale (2010)","Irish Red Ale","4","3","3","Great River Brewery","Davenport"," IA","3"
"1098","Mustang Golden Ale","American Blonde Ale","4","1","2","Mustang Brewing Company","Mustang"," OK","2"
"1099","Washita Wheat","American Pale Wheat Ale","4","2","2","Mustang Brewing Company","Mustang"," OK","2"
"1100","Maylani's Coconut Stout","American Stout","4","4","3","Airways Brewing Company","Kent"," WA","3"
"1101","Oatmeal PSA","American Pale Ale (APA)","3","4","3","Airways Brewing Company","Kent"," WA","3"
"1102","Pre Flight Pilsner","American Pilsner","4","4","3","Airways Brewing Company","Kent"," WA","3"
"1103","Lower De Boom","American Barleywine","7","10","1","21st Amendment Brewery","San Francisco"," CA","1"
"1104","Fireside Chat","Winter Warmer","6","5","2","21st Amendment Brewery","San Francisco"," CA","2"
"1105","Bitter American","American Pale Ale (APA)","3","5","2","21st Amendment Brewery","San Francisco"," CA","2"
"1106","Hell or High Watermelon Wheat (2009)","Fruit / Vegetable Beer","3","2","2","21st Amendment Brewery","San Francisco"," CA","2"
"1107","Hell or High Watermelon Wheat (2009)","Fruit / Vegetable Beer","3","2","2","21st Amendment Brewery","San Francisco"," CA","2"
"1108","21st Amendment Watermelon Wheat Beer (2006)","Fruit / Vegetable Beer","3","2","2","21st Amendment Brewery","San Francisco"," CA","2"
"1109","21st Amendment IPA (2006)","American IPA","5","7","2","21st Amendment Brewery","San Francisco"," CA","2"
"1110","Brew Free! or Die IPA (2008)","American IPA","5","7","2","21st Amendment Brewery","San Francisco"," CA","2"
"1111","Brew Free! or Die IPA (2009)","American IPA","5","7","2","21st Amendment Brewery","San Francisco"," CA","2"
"1112","Special Edition: Allies Win The War!","English Strong Ale","6","6","2","21st Amendment Brewery","San Francisco"," CA","2"
"1113","Hop Crisis","American Double / Imperial IPA","7","10","2","21st Amendment Brewery","San Francisco"," CA","2"
"1114","Bitter American (2011)","American Pale Ale (APA)","3","5","2","21st Amendment Brewery","San Francisco"," CA","2"
"1115","Fireside Chat (2010)","Winter Warmer","6","5","2","21st Amendment Brewery","San Francisco"," CA","2"
"1116","Back in Black","American Black Ale","5","7","2","21st Amendment Brewery","San Francisco"," CA","2"
"1117","Monk's Blood","Belgian Dark Ale","6","4","2","21st Amendment Brewery","San Francisco"," CA","2"
"1118","Brew Free! or Die IPA","American IPA","5","7","2","21st Amendment Brewery","San Francisco"," CA","2"
"1119","Hell or High Watermelon Wheat","Fruit / Vegetable Beer","3","2","2","21st Amendment Brewery","San Francisco"," CA","2"
"1120","Crank Yanker IPA","American IPA","6","8","3","Eddyline Brewery & Restaurant","Buena Vista"," CO","3"
"1121","Crank Yanker IPA (2011)","American IPA","6","8","3","Eddyline Brewery & Restaurant","Buena Vista"," CO","3"
"1122","Sly Fox Christmas Ale 2013","Winter Warmer","4","2","2","Sly Fox Brewing Company","Pottstown"," PA","2"
"1123","Grisette","Grisette","4","3","2","Sly Fox Brewing Company","Pottstown"," PA","2"
"1124","Helles Golden Lager","Munich Helles Lager","3","2","2","Sly Fox Brewing Company","Pottstown"," PA","2"
"1125","Sly Fox Christmas Ale 2012 (2012)","Winter Warmer","4","2","2","Sly Fox Brewing Company","Pottstown"," PA","2"
"1126","Odyssey Imperial IPA","American Double / Imperial IPA","6","9","2","Sly Fox Brewing Company","Pottstown"," PA","2"
"1127","Oktoberfest Lager","Märzen / Oktoberfest","4","3","2","Sly Fox Brewing Company","Pottstown"," PA","2"
"1128","113 IPA","American IPA","5","12","2","Sly Fox Brewing Company","Pottstown"," PA","2"
"1129","Dunkel Lager","Munich Dunkel Lager","4","3","2","Sly Fox Brewing Company","Pottstown"," PA","2"
"1130","Royal Weisse Ale","Hefeweizen","4","2","2","Sly Fox Brewing Company","Pottstown"," PA","2"
"1131","Pikeland Pils","German Pilsener","3","5","2","Sly Fox Brewing Company","Pottstown"," PA","2"
"1132","Phoenix Pale Ale","American Pale Ale (APA)","4","4","2","Sly Fox Brewing Company","Pottstown"," PA","2"
"1133","Trolley Stop Stout","American Stout","4","4","2","Astoria Brewing Company","Astoria"," OR","2"
"1134","Bitter Bitch Imperial IPA","American Double / Imperial IPA","6","14","2","Astoria Brewing Company","Astoria"," OR","2"
"1135","Poop Deck Porter","American Porter","4","4","2","Astoria Brewing Company","Astoria"," OR","2"
"1136","Old Red Beard Amber Ale","American Amber / Red Ale","4","4","2","Astoria Brewing Company","Astoria"," OR","2"
"1137","Lahaina Town Brown","American Brown Ale","4","2","2","Maui Brewing Company","Lahaina"," HI","2"
"1138","Sobrehumano Palena'ole","American Amber / Red Ale","4","3","2","Maui Brewing Company","Lahaina"," HI","2"
"1139","La Perouse White","Witbier","3","2","2","Maui Brewing Company","Lahaina"," HI","2"
"1140","Flyin' HI.P.Hay","American IPA","5","7","2","Maui Brewing Company","Lahaina"," HI","2"
"1141","Mana Wheat","American Pale Wheat Ale","4","2","2","Maui Brewing Company","Lahaina"," HI","2"
"1142","Bikini Blonde Lager","Munich Helles Lager","3","2","2","Maui Brewing Company","Lahaina"," HI","2"
"1143","CoCoNut Porter","American Porter","4","3","2","Maui Brewing Company","Lahaina"," HI","2"
"1144","Big Swell IPA","American IPA","4","7","2","Maui Brewing Company","Lahaina"," HI","2"
"1145","12th Round","American Strong Ale","6","8","3","RoughTail Brewing Company","Midwest City"," OK","3"
"1146","RoughTail IPA","American IPA","5","8","3","RoughTail Brewing Company","Midwest City"," OK","3"
"1147","Slow Hand Stout","American Stout","4","3","3","Lucette Brewing Company","Menominee"," WI","3"
"1148","Flying Jenny Extra Pale Ale","American Pale Ale (APA)","4","6","2","Grey Sail Brewing of Rhode Island","Westerly"," RI","2"
"1149","Hazy Day Belgian-Style Wit","Witbier","3","2","3","Grey Sail Brewing of Rhode Island","Westerly"," RI","3"
"1150","Leaning Chimney Smoked Porter","American Porter","4","4","3","Grey Sail Brewing of Rhode Island","Westerly"," RI","3"
"1151","Flying Jenny Extra Pale Ale (2012)","American Pale Ale (APA)","4","6","2","Grey Sail Brewing of Rhode Island","Westerly"," RI","2"
"1152","Flagship Ale","Cream Ale","3","3","2","Grey Sail Brewing of Rhode Island","Westerly"," RI","2"
"1153","1327 Pod's ESB","Extra Special / Strong Bitter (ESB)","4","4","2","Blue Blood Brewing Company","Lincoln"," NE","2"
"1154","1327 Pod's ESB","Extra Special / Strong Bitter (ESB)","4","4","2","Blue Blood Brewing Company","Lincoln"," NE","2"
"1155","1327 Pod's ESB","Extra Special / Strong Bitter (ESB)","4","4","2","Blue Blood Brewing Company","Lincoln"," NE","2"
"1156","834 Happy As Ale","American Pale Ale (APA)","3","4","2","Blue Blood Brewing Company","Lincoln"," NE","2"
"1157","Full Nelson Pale Ale","American Pale Ale (APA)","4","6","2","Blue Mountain Brewery","Afton"," VA","2"
"1158","Steel Wheels ESB","Extra Special / Strong Bitter (ESB)","5","3","2","Blue Mountain Brewery","Afton"," VA","2"
"1159","Blue Mountain Classic Lager","Euro Pale Lager","4","3","2","Blue Mountain Brewery","Afton"," VA","2"
"1160","Full Nelson Pale Ale (2010)","American Pale Ale (APA)","4","6","2","Blue Mountain Brewery","Afton"," VA","2"
"1161","Starr Pils","German Pilsener","3","2","2","Starr Hill Brewery","Crozet"," VA","2"
"1162","Northern Lights India Pale Ale","American IPA","5","6","3","Starr Hill Brewery","Crozet"," VA","3"
"1163","Festie","Märzen / Oktoberfest","3","2","2","Starr Hill Brewery","Crozet"," VA","2"
"1164","Northern Lights India Pale Ale","American IPA","5","6","2","Starr Hill Brewery","Crozet"," VA","2"
"1165","Westbrook Gose","Gose","3","1","2","Westbrook Brewing Company","Mt. Pleasant"," SC","2"
"1166","White Thai","Witbier","3","2","2","Westbrook Brewing Company","Mt. Pleasant"," SC","2"
"1167","Westbrook IPA","American IPA","5","7","2","Westbrook Brewing Company","Mt. Pleasant"," SC","2"
"1168","Monkey Fist IPA","American IPA","5","7","2","Shipyard Brewing Company","Portland"," ME","2"
"1169","Old Grogham Imperial India Pale Ale","American Double / Imperial IPA","6","9","3","Natian Brewery","Portland"," OR","3"
"1170","Old Grogham Imperial India Pale Ale (2012)","American Double / Imperial IPA","6","9","3","Natian Brewery","Portland"," OR","3"
"1171","G'KNIGHT","American Double / Imperial IPA","6","9","2","Oskar Blues Brewery (North Carol...","Brevard"," NC","2"
"1172","Ten Fidy","Russian Imperial Stout","7","10","2","Oskar Blues Brewery (North Carol...","Brevard"," NC","2"
"1173","Deviant Dale's IPA","American Double / Imperial IPA","6","9","3","Oskar Blues Brewery (North Carol...","Brevard"," NC","3"
"1174","Old Chub","Scottish Ale","6","4","2","Oskar Blues Brewery (North Carol...","Brevard"," NC","2"
"1175","Dale's Pale Ale","American Pale Ale (APA)","5","7","4","Oskar Blues Brewery (North Carol...","Brevard"," NC","4"
"1176","Dale's Pale Ale","American Pale Ale (APA)","5","7","2","Oskar Blues Brewery (North Carol...","Brevard"," NC","2"
"1177","Agave Wheat","American Pale Wheat Ale","3","1","2","Breckenridge Brewery","Denver"," CO","2"
"1178","SummerBright Ale","American Pale Wheat Ale","3","2","2","Breckenridge Brewery","Denver"," CO","2"
"1179","Lucky U IPA","American IPA","4","7","2","Breckenridge Brewery","Denver"," CO","2"
"1180","Avalanche Ale","American Amber / Red Ale","4","2","2","Breckenridge Brewery","Denver"," CO","2"
"1181","Saison 88","Saison / Farmhouse Ale","4","3","2","Santa Fe Brewing Company","Santa Fe"," NM","2"
"1182","Black IPA","American Black Ale","5","10","2","Santa Fe Brewing Company","Santa Fe"," NM","2"
"1183","Shark Bait","Fruit / Vegetable Beer","4","2","2","Miami Brewing Company","Miami"," FL","2"
"1184","Gator Tail Brown Ale","American Brown Ale","4","3","2","Miami Brewing Company","Miami"," FL","2"
"1185","Miami Vice IPA","American IPA","5","7","2","Miami Brewing Company","Miami"," FL","2"
"1186","Big Rod Coconut Ale","American Blonde Ale","4","2","2","Miami Brewing Company","Miami"," FL","2"
"1187","Alteration","Altbier","4","4","2","Hops & Grain Brewery","Austin"," TX","2"
"1188","Pale Dog","American Pale Ale (APA)","4","5","2","Hops & Grain Brewery","Austin"," TX","2"
"1189","1881 California Red","American Amber / Red Ale","4","4","2","Ruhstaller Beer Company","Sacramento"," CA","2"
"1190","CAPT Black IPA","American Black Ale","5","6","2","Ruhstaller Beer Company","Sacramento"," CA","2"
"1191","Ruhstaller's Gilt Edge Lager Beer","American Amber / Red Lager","3","5","2","Ruhstaller Beer Company","Sacramento"," CA","2"
